,loss,accuracy,precision,recall,mean_squared_error,mean_absolute_error,val_loss,val_accuracy,val_precision,val_recall,val_mean_squared_error,val_mean_absolute_error
4,0.09517209231853485,0.9687318801879883,0.9700755476951599,0.9667052626609802,0.012711378745734692,0.025218380615115166,0.14429102838039398,0.9456018805503845,0.9530516266822815,0.9398148059844971,0.019785797223448753,0.04193282872438431
5,0.07216702401638031,0.9759699106216431,0.9773255586624146,0.9733642339706421,0.009408253245055676,0.019549846649169922,0.64911949634552,0.8599537014961243,0.8648018836975098,0.8587962985038757,0.05905710160732269,0.07286675274372101
6,0.0728691890835762,0.9727851748466492,0.9750145077705383,0.9716271162033081,0.009765894152224064,0.019910424947738647,0.07633786648511887,0.9768518805503845,0.98137366771698,0.9756944179534912,0.009082131087779999,0.021888576447963715
7,0.070188008248806,0.9759699106216431,0.9776617288589478,0.9756803512573242,0.009333690628409386,0.018470559269189835,0.050513386726379395,0.9884259104728699,0.988399088382721,0.9861111044883728,0.005776353646069765,0.012808042578399181
8,0.05747043713927269,0.9800231456756592,0.9802955389022827,0.979444146156311,0.007853521034121513,0.015731265768408775,0.2699631452560425,0.9039351940155029,0.9070847630500793,0.9039351940155029,0.037468213587999344,0.055035147815942764
9,0.049586713314056396,0.9791545867919922,0.9805684685707092,0.9788650870323181,0.006960955914109945,0.014466214925050735,1.607938289642334,0.7418981194496155,0.7421602606773376,0.7395833134651184,0.11964787542819977,0.13502651453018188
10,0.048479143530130386,0.9823393225669861,0.984044075012207,0.982049822807312,0.00646622059866786,0.01280344557017088,0.05656228959560394,0.9872685074806213,0.9872537851333618,0.9861111044883728,0.006386464927345514,0.013154041022062302
11,0.03389313817024231,0.9878401756286621,0.9892629384994507,0.9869716167449951,0.00466062081977725,0.009839522652328014,0.02099882811307907,0.9918981194496155,0.9918981194496155,0.9918981194496155,0.002954494906589389,0.005607641767710447
12,0.06929604709148407,0.9771279692649841,0.9785071015357971,0.9753908514976501,0.008899567648768425,0.016439441591501236,0.38878440856933594,0.8541666865348816,0.8688915371894836,0.84375,0.05103827267885208,0.07966025918722153
13,0.035311173647642136,0.9878401756286621,0.9884058237075806,0.987261176109314,0.004746602848172188,0.010740908794105053,1.5709065198898315,0.7118055820465088,0.7272727489471436,0.7037037014961243,0.12800393998622894,0.14514708518981934
14,0.03563617169857025,0.987261176109314,0.988399088382721,0.986682116985321,0.004964397754520178,0.009744049981236458,0.03956127539277077,0.9907407164573669,0.9907192587852478,0.9884259104728699,0.004640194121748209,0.01006776187568903
15,0.06278146058320999,0.9800231456756592,0.9808473587036133,0.978575587272644,0.008045784197747707,0.015907609835267067,1.2289477586746216,0.7314814925193787,0.7351225018501282,0.7291666865348816,0.1175360158085823,0.1323765069246292
16,0.04189573600888252,0.98552405834198,0.9866589307785034,0.9849449992179871,0.005633749067783356,0.011470569297671318,1.0286610126495361,0.7118055820465088,0.7444444298744202,0.6979166865348816,0.11048223078250885,0.1437818855047226
17,0.05313360318541527,0.9788650870323181,0.9813628196716309,0.9756803512573242,0.007475295569747686,0.013993341475725174,1.7360962629318237,0.6655092835426331,0.6741706132888794,0.6585648059844971,0.14516332745552063,0.167514830827713
18,0.03972937539219856,0.9852344989776611,0.9855114221572876,0.984655499458313,0.005494691897183657,0.011300541460514069,0.20431861281394958,0.9340277910232544,0.9399999976158142,0.9247685074806213,0.02768293209373951,0.04458929970860481
19,0.030783221125602722,0.9887087345123291,0.9889886975288391,0.9881296753883362,0.004414475988596678,0.009401679039001465,0.35684382915496826,0.9224537014961243,0.9235225915908813,0.9224537014961243,0.033572807908058167,0.04046570509672165
20,0.05455883964896202,0.9814707636833191,0.9820237755775452,0.9806022047996521,0.007068270351737738,0.013680133037269115,0.3173621892929077,0.9108796119689941,0.9314079284667969,0.8958333134651184,0.03519470617175102,0.06185974180698395
21,0.043605513870716095,0.984655499458313,0.9849362969398499,0.9843659400939941,0.005865753628313541,0.011819952167570591,0.025297366082668304,0.9942129850387573,0.9942062497138977,0.9930555820465088,0.002771824598312378,0.009696862660348415
22,0.03240523859858513,0.9887087345123291,0.9895561337471008,0.987550675868988,0.00462649529799819,0.009534681215882301,0.02368873544037342,0.9918981194496155,0.9918981194496155,0.9918981194496155,0.003250714624300599,0.008117846213281155
23,0.02803375944495201,0.9887087345123291,0.9892784953117371,0.988419234752655,0.004094227217137814,0.008492574095726013,0.021382926031947136,0.9942129850387573,0.9942129850387573,0.9942129850387573,0.0032858015038073063,0.0073617552407085896
24,0.030689451843500137,0.9889982342720032,0.9889950752258301,0.9887087345123291,0.004376991186290979,0.008820160292088985,0.5615383982658386,0.8506944179534912,0.8569740056991577,0.8391203880310059,0.06083961948752403,0.08138395100831985
25,0.030270891264081,0.9889982342720032,0.9889950752258301,0.9887087345123291,0.004385843873023987,0.008726757951080799,1.7548224925994873,0.7037037014961243,0.703832745552063,0.7013888955116272,0.13296234607696533,0.1509428769350052
26,0.0336313396692276,0.9881296753883362,0.9886988997459412,0.9878401756286621,0.004677438642829657,0.009090838953852654,0.015999844297766685,0.9942129850387573,0.9942129850387573,0.9942129850387573,0.0024641011841595173,0.004441131837666035
27,0.042017657309770584,0.983786940574646,0.9837822318077087,0.9834973812103271,0.006199166178703308,0.011319833807647228,0.4927563965320587,0.8541666865348816,0.8593200445175171,0.8483796119689941,0.05915619432926178,0.07932893186807632
28,0.029544861987233162,0.989287793636322,0.989287793636322,0.989287793636322,0.004218542482703924,0.008572621271014214,0.18972693383693695,0.9432870149612427,0.9443800449371338,0.9432870149612427,0.02306111343204975,0.031650952994823456
29,0.028774050995707512,0.989287793636322,0.9892815947532654,0.9887087345123291,0.004221473354846239,0.008642181754112244,0.017470432445406914,0.9953703880310059,0.9953703880310059,0.9953703880310059,0.002268433105200529,0.006636749487370253
